"word_txt","word_tr","phrase_txt","phrase_tr","prev_word_txt","prev_word_tr","next_word_txt","next_word_tr","poss_type","pronominal","ablative","poss_rel"
"oba","3.nsg.poss","Oba iba Ende eka da ddone budabän",NA,"dan","cop.prs.sgS,","iba","1.incl.nsg.poss","oba","yes","no",NA
"iba","1.incl.nsg.poss","Oba iba Ende eka da ddone budabän",NA,"oba","3.nsg.poss","ende","language name","iba","yes","no",NA
"ngämo","1.sg.poss","Ngämo bin a kumuddäga dag",NA,"budabän","lose.fut.pass.3sgS,","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae Wagiba",NA,"dag","cop.prs.plS,","yae","mother","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo nadum daden do da Kinykiny",NA,"wagiba","female personal name,","nadum","namesake","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo nadum",NA,"kinykiny","place name,","nadum","namesake,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ge ako ngämo sisor bin dan",NA,"ako","again","sisor","new","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae bo yae bo yae",NA,"dan","cop.prs.sgS,","yae","mother","ngämo","yes","no",NA
"bo","3.sg.poss","Ngämo yae bo yae bo yae",NA,"yae","mother","yae","mother","bo","yes","no",NA
"bo","3.sg.poss","Ngämo yae bo yae bo yae",NA,"yae","mother","yae","mother,","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo nadum Gloria daden",NA,"yae","mother,","nadum","namesake","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ttongo bogo aenen Kristina a ttongo de Kaoga bo män a Kolmet ngämi nadum dan",NA,"kaoga","male personal name","män","daughter","bo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo nadum a daden Uba dan de",NA,"dan","cop.prs.sgS,","nadum","namesake","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mokowang bin a era Gloria wainin",NA,"de","acc,","mokowang","love-att","ngämo","yes","no",NA
"ngämo","1.sg.poss","Dugal ngämo ako imne dan",NA,"dugal","male personal name","ako","again","ngämo","yes","no",NA
"ngämo","1.sg.poss","Yawen ngämo mosen dan ngämo dada dan",NA,"yawen","female personal name","mosen","eldest","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Yawen ngämo mosen dan ngämo dada dan",NA,"","","dada","older sibling","ngämo","yes","no",NA
"ngämo","1.sg.poss","Erga ngämo mänyan dan",NA,"erga","female personal name","mänyan","younger sibling","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Yawen ngämo dada dan",NA,"yawen","female personal name","dada","older sibling","ngämo","yes","no",NA
"ngämo","1.sg.poss","Adawatta ngämo kak ngämo kak a ngänäm damändän kälsre me",NA,"adawatta","because","kak","grandmother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Adawatta ngämo kak ngämo kak a ngänäm damändän kälsre me",NA,"","","kak","grandmother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo kak",NA,"me","loc,","kak","grandmother,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo yae bo yae",NA,"kak","grandmother,","yae","mother","ngämo","yes","no",NA
"bo","3.sg.poss","Ngämo yae bo yae",NA,"yae","mother","yae","mother,","bo","yes","no",NA
"obo","3.sg.poss","Obo eka da any dan Teme",NA,"yae","mother,","eka","speak","obo","yes","no",NA
"ngämo","1.sg.poss","Ngämo Ende eka da kame deya ngäna Teme ekong deya",NA,"teme","language name,","ende","language name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae Bollga",NA,"deya","cop.pst.sgS,","yae","mother","ngämo","yes","no",NA
"oba","3.nsg.poss,","Do ttam giddoll amer dan tongle da ddone dag ttongo ingollang ekaklle dan oba",NA,"dan","cop.prs.sgS","oba","3.nsg.poss","oba","yes","no",NA
"oba","3.nsg.poss","Oba ttongo ingollang ttängäm dan ada ka sabana ge ada ingoll enddäna enddäna ttängäm",NA,"oba","3.nsg.poss,","ttongo","a","oba","yes","no",NA
"ngämo","1.sg.poss","Pällämpälläm eka walle ngämo nagnag aba peyang ngäna skul mi eka gontemenyne",NA,"walle","ins","nagnag","friends","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ge ngämo baba ba peyang dagirne ge",NA,"ge","this","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngäna gontemenyne ngämo tameny ma da dadeya peba da däbe peba de ikop dägagalle dibame gontemenyne gänyeri computer abal me",NA,"","","tameny","teach","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo ma me lla da tämamae five dag",NA,"me","loc,","ma","house","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo mabun a any dan källa",NA,"dag","cop.prs.plS,","mabun","clan","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo umllang eka da ada ngäna erem panynen anggan Ende eka da Teme eka da pällämpälläm eka da",NA,"källa","poop,","umllang eka","summary","ngämo","yes","no",NA
"iba","1.incl.nsg.poss","Ada danttängealle a dadräballe iba eka",NA,"dadräballe","write.rem.sgS","eka","speak,","iba","yes","no",NA
"ngämo","1.sg.poss","Ngäna ngämo ma me era Ende eka walle eka wallan",NA,"ngäna","1.sg.nom","ma","house","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bo bin a bogo ainin Warama",NA,"wallan","aux.prs.1|3sgS,","bo","3.sg.poss","ngämo","yes","no",NA
"bo","3.sg.poss","Ngämo bo bin a bogo ainin Warama",NA,"ngämo","1.sg.poss","bin","name","bo","yes","no",NA
"obo","3.sg.poss","Obo eka abal a gänyan Ende eka",NA,"warama","male personal name,","eka","speak","obo","yes","no",NA
"ngämo","1.sg.poss","Ngäna ngämo baba bo pate era Ende eka walle eka wallan",NA,"ngäna","1.sg.nom","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo baba era",NA,"wallan","aux.prs.1|3sgS,","baba","father","ngämo","yes","no","kinship"
"obo","3.sg.poss","obo sisor me dirom ddia ttall ngämim ddäddäg a deyagnegalle bogo dallalle ddäddäg de däbäddalle",NA,"era","foc","sisor","new","obo","yes","no",NA
"ngämo","1.sg.poss","Ddobae ddäddäg gäzag lla deya ngämo baba",NA,"deya","cop.pst.sgS","baba","father,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo yae bo bin a bogo ainin Wagiba",NA,"baba","father,","yae","mother","ngämo","yes","no",NA
"bo","3.sg.poss","Ngämo yae bo bin a bogo ainin Wagiba",NA,"yae","mother","bin","name","bo","yes","no",NA
"obo","3.sg.poss","Obo eka abal gänyan Ende eka",NA,"wagiba","female personal name,","eka","speak","obo","yes","no",NA
"obo","3.sg.poss","Obo mabun a any dan yowa",NA,"eka","speak,","mabun","clan","obo","yes","no",NA
"ngämo","1.sg.poss","Da Teme lla da buddällmaemnän Teme eka walle eka tameny amalla ngämi ngäna wa ngämo yae mɨnyi Teme eka walle eka däntamenymallo",NA,"wa","and","yae","mother","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae era ddobae kollba gäzag lla - mälla dan",NA,"däntamenymallo",",","yae","mother","ngämo","yes","no",NA
"ngämo","1.sg.poss","Kollba ma da ballän ngämo yae mɨnyi kollba de do me de bikomän",NA,"","","yae","mother","ngämo","yes","no",NA
"obo","3.sg.poss","Obo ada net baittallo kollba da mɨnyi do me da buittnegän net me",NA,"bikomän","carry.fut.ven.3sgA>3plP,","ada","like this","obo","yes","no",NA
"bäne","2.sg.poss","Amlle säre ddone da bogon mɨnyi bangnoenegnän ada bäne aittan",NA,"","","aittan","catch.rec.3sgS,","bäne (2)","yes","no",NA
"ngämo","1.sg.poss","Oke ngämo ngämo - ngäna mɨzi abal ngämo baba bom mokowang eran",NA,"","","","","ngämo","yes","no",NA
"ngämo","1.sg.poss","Oke ngämo ngämo - ngäna mɨzi abal ngämo baba bom mokowang eran",NA,"","","-","","ngämo","yes","no",NA
"ngämo","1.sg.poss","Oke ngämo ngämo - ngäna mɨzi abal ngämo baba bom mokowang eran",NA,"abal","very","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Be ngämo yae kälakälae eranyerany eka tamenytameny ede kälakälae mɨnyi llowamang dägagallo",NA,"be","but","yae","mother","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo masamasar a era Ende eka walle eka gognegnän ngattong",NA,"dägagallo","aux.rem.hab.nsgA>3sgP,","masamasar","ancestors","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo yae bo yae era Teme eka walle eka gognän ngämo pate",NA,"ngattong","first,","yae","mother","ngämo","yes","no",NA
"bo","3.sg.poss","Ngämo yae bo yae era Teme eka walle eka gognän ngämo pate",NA,"yae","mother","yae","mother","bo","yes","no",NA
"obo","3.sg.poss","Obo yeka da däbeya",NA,"pate","towards,","yeka","language","obo","yes","no",NA
"ngämo","1.sg.poss","Ngäna ngämo mosen - ngämo mänyanmänyan aba peyang era Ende eka walle eka tameny allan",NA,"ngäna","1.sg.nom","mosen","eldest","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngäna ngämo mosen - ngämo mänyanmänyan aba peyang era Ende eka walle eka tameny allan",NA,"-","","mänyanmänyan","younger.sibling.pl","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Be da ngämo ttängämang de Malläm att lla de ngäna bangerängg o dulibatt Teme pallall att lla de bangerängg ngäna mɨnyi Teme eka walle eka bäntameny o Ende eka walle eka bäntameny",NA,"da","nom","ttängämang","village-att","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ao ngämo gullbe da daden",NA,"","","gullbe","husband","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo gullbe bin a bogo ainen Keni",NA,"daden","cop.exist.prs.sgS,","gullbe","husband","ngämo","yes","no",NA
"obo","3.sg.poss","Obo mabun a any dan Inpiak",NA,"keni","male personal name,","mabun","clan","obo","yes","no",NA
"obo","3.sg.poss","Obo eka abal a gänyan Ende eka",NA,"inpiak","bird type,","eka","speak","obo","yes","no",NA
"ngämo","1.sg.poss","Ada gänyeriballe ngämo side ngämo pallall lla da ubi ade otät yu dägaebeyo ubi ade duliballe ubi ade otät yu dägaebeyo",NA,"","","side","","ngämo","yes","no",NA
"ngäma","1.excl.nsg.poss","Llame deyageyo ttang de ngäma deyangeteyo a deyamllameyo","They gripped our hands and held them.","de","acc","deyangeteyo","","ngäma","yes","no",NA
"obäne","3.sg.pst.poss,","Bogo ngattong dotän oke ngämlle ako kakab de obäne",NA,"de","acc","ao","yes","obene","yes","yes",NA
"ngämo","1.sg.poss","Ao ngämo llɨg a dadeg",NA,"","","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngäna ngämo llɨg aba pate ada Ende eka walle eka wallan a ako ddob täräp me pällämpälläm eka walle eka wallan oba pate",NA,"ngäna","1.sg.nom","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo kokok a ddone dan",NA,"pate","towards,","kokok","grandchildren","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mokowang eka da Ende eka dan inggoemeny me",NA,"dan","cop.prs.sgS,","mokowang","love-att","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo eka da Ende eka",NA,"me","loc,","eka","speak","ngämo","yes","no",NA
"oba","3.nsg.poss","Be ddob lla da era kollokolloe panypeny erallo adawatta ddob lla da ddob ttängäm att dag Llimoll e gobllabän ami ede eka de kollokolloe panypeny erallo ada Ende eka da wa oba eka da",NA,"wa","and","eka","speak","oba","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäna däbame ddone - ngäna däbame ddone mer dändär allan Ende eka de ngäma gagäll erallo kollokolloe oba eka peyang panypeny erallo",NA,"de","acc","gagäll","bad","ngäma","yes","no",NA
"oba","3.nsg.poss","Ngäna däbame ddone - ngäna däbame ddone mer dändär allan Ende eka de ngäma gagäll erallo kollokolloe oba eka peyang panypeny erallo",NA,"kollokolloe","mix","eka","speak","oba","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäna ngonomeny allan ada nga ngäma de Ende eka da mer abal eka dan",NA,"nga","now","de","acc","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäma eka da mokowang a gänyan mɨzi abal Ende eka",NA,"dan","cop.prs.sgS,","eka","speak","ngäma","yes","no",NA
"ngämo","1.sg.poss","Ngäna ngonomeny allan ngämo llɨg a mɨnyi Ende eka de mokowang bägagän",NA,"allan","aux.prs.1|3sgS","llɨg","boy","ngämo","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ede däbe ngäma eka dan",NA,"däbe","that.nom","eka","speak","ngäma","yes","no",NA
"bina","2.nsg.poss","Otät bina banserbeya Keni alle mɨnyi",NA,"otät","food","banserbeya","","bina","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäma sana da dadeg nga dag ma me wattällang a Daru we ekong",NA,"mɨnyi","fut,","sana","sago","ngäma","yes","no",NA
"ngämo","1.sg.poss","Oke ngämo bin a Kenny aenen",NA,"","","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo mäda bo bin a Dareda",NA,"aenen","cop.who.prs.sgS,","mäda","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo mäda bo bin a Dareda",NA,"mäda","father","bin","name","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo ttongo bin a ddone dan",NA,"dareda","male personal name,","ttongo","a","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo Kenny bin di bongo aeya daerän Kutumälla",NA,"dan","cop.prs.sgS,","kenny","male personal name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo yakäl",NA,"kutumälla",",","yakäl",",","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo yae a ngämo mäda ubi ddone bin daeriyu",NA,"yakäl",",","yae","mother","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae a ngämo mäda ubi ddone bin daeriyu",NA,"a","nom","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo nadum a daden",NA,"daeriyu","name.rem.3nsgA>sgP,","nadum","namesake","ngämo","yes","no","kinship"
"bo","3.sg.poss","Migiz bo llɨg a Maties ttongo obo bin a Maties",NA,"migiz","","llɨg","boy","bo","yes","no","kinship"
"obo","3.sg.poss","Migiz bo llɨg a Maties ttongo obo bin a Maties",NA,"ttongo","a","bin","name","obo","yes","no",NA
"obo","3.sg.poss","Ttongo obo bin a Kenny",NA,"ttongo","a","bin","name","obo","yes","no",NA
"ngämo","1.sg.poss","ngämo mosemosen a dadeg",NA,"kenny","male personal name,","mosemosen","elder siblings","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo märäl a",NA,"dadeg","cop.exist.prs.plS,","märäl","size","ngämo","yes","no",NA
"ngämo","1.sg.poss","Wiyowa ddone dan gänyme ao ngämo märäl a dadeya Gidu bi",NA,"ao","yes","märäl","size","ngämo","yes","no",NA
"ngämo","1.sg.poss","Sauna Edi ubi dag ngämo märäl a",NA,"dag","cop.prs.plS","märäl","size","ngämo","yes","no",NA
"bo","3.sg.poss","Biks bo kemp deya ge Biku bo",NA,"biks","","kemp","camp","bo","yes","no",NA
"bo","3.sg.poss,","Biks bo kemp deya ge Biku bo",NA,"biku","male personal name","ge","this","bo","yes","no",NA
"bo","3.sg.poss","Ge Kurupel Kurupel bo ada täräb wanseg ma deya ende gänyme ddäddäg de däbäddalle oke täräb de dowansägenalle",NA,"kurupel","male personal name","ada","like this","bo","yes","no",NA
"llaeyaba","person=3.nsg.poss","Llaeyaba däbaballe däbamasen a daereyo ada Kurupel täräp",NA,"dowansägenalle",",","","","aba","yes","no",NA
"ngämo","1.sg.poss","Ngäna ngänäm ngämo mäda wa ngämo mäg ubi ulle dageyo",NA,"ngänäm","1.sg.acc","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngäna ngänäm ngämo mäda wa ngämo mäg ubi ulle dageyo",NA,"wa","and","mäg","mother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäg kuddäll agan tu tu taosen fo me",NA,"dageyo","cop.prs.duS,","mäg","mother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo yakäl bo peyang",NA,"me","loc,","yakäl","","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo ma me misde ngämo femli dae giddollnen allan",NA,"peyang","with,","ma","house","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo ma me misde ngämo femli dae giddollnen allan",NA,"misde","just","femli","family","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ibeti Amanda Ibeti bo mäg a Shamae",NA,"ibeti","female personal name","mäg","mother","bo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mabun a inpiak a",NA,"shamae","male personal name,","mabun","clan","ngämo","yes","no",NA
"obo","3.sg.poss","Ingglis pizin Ende eka da kälakälae ge ada llokttang da obo dadräb a",NA,"da","nom","dadräb","dress","obo","yes","no",NA
"ngämo","1.sg.poss","Ngäna ngämo ma me Ende eka de yus eran",NA,"ngäna","1.sg.nom","ma","house","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo baba bo bin a Dareda waenen",NA,"eran","aux.prs.1|3sgA>3sgP,","baba","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo baba bo bin a Dareda waenen",NA,"baba","father","bin","name","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo baba Llimoll ttängäm att dan",NA,"waenen","cop.who.prs.sgS,","baba","father","ngämo","yes","no","kinship"
"obo","3.sg.poss","Obo eka wabal a Ende eka dan",NA,"dan","cop.prs.sgS,","eka","speak","obo","yes","no",NA
"ngämo","1.sg.poss","Ngäna ngämo mäda pate Ende eka de yus dägne",NA,"ngäna","1.sg.nom","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo baba bo mälla da ttongdae deya",NA,"dägne","aux.rem.dur.1|2sgA>3sgP,","baba","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo baba bo mälla da ttongdae deya",NA,"baba","father","mälla","woman","bo","yes","no","kinship"
"ngämo","1.sg.poss","Ngäna ngonomeny allan ngämo baba allingoll deya",NA,"allan","aux.prs.1|3sgS","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngäna ngonongg allan ngämo baba allingoll deya",NA,"allan","aux.prs.1|3sgS","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngäna ngonongg allan allingoll de ngämo mäda",NA,"de","acc","mäda","father,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Llɨg alle ngämi ddone danzuwegeya ngämo mäda lla tupi deya",NA,"","","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo yae bo bin a Kakos aeneya",NA,"deya","cop.pst.sgS,","yae","mother","ngämo","yes","no",NA
"bo","3.sg.poss","Ngämo yae bo bin a Kakos aeneya",NA,"yae","mother","bin","name","bo","yes","no",NA
"obo","3.sg.poss","Obo eka da Ende eka deya",NA,"aeneya","cop.who.pst.sgS,","eka","speak","obo","yes","no",NA
"obo","3.sg.poss","Obo mabun a sɨmell dan",NA,"deya","cop.pst.sgS,","mabun","clan","obo","yes","no",NA
"ngämo","1.sg.poss","Ngäna ngonomeny allan ngämo mäg allingoll deya ddobae kollba ma ibiag deya",NA,"allan","aux.prs.1|3sgS","mäg","mother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Erang alle ngämo mäda mälla de dällädän",NA,"erang alle","by exchange","mäda","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Bogo Galo eran Galo bo mäg alle gusiyo",NA,"galo","male personal name","mäg","mother","bo","yes","no","kinship"
"ngämo","1.sg.poss,","Erngazäg dan ngämo",NA,"dan","cop.prs.sgS","obo","3.sg.poss","ngämo","yes","no",NA
"obo","3.sg.poss","Obo mälla ngämo llɨg dan",NA,"ngämo","1.sg.poss,","mälla","woman","obo","yes","no","kinship"
"ngämo","1.sg.poss","Obo mälla ngämo llɨg dan",NA,"mälla","woman","llɨg","boy","ngämo","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ngäma masamasar a Ende eka de yus dägneyo pure Ende",NA,"dan","cop.prs.sgS,","masamasar","ancestors","ngäma","yes","no","kinship"
"obo","3.sg.poss","Obo bin a Kwara waenen",NA,"ende","language name,","bin","name","obo","yes","no",NA
"obo","3.sg.poss","Obo mabun a bunkuttang dan",NA,"waenen","cop.who.prs.sgS,","mabun","clan","obo","yes","no",NA
"obo","3.sg.poss","Obo eka da Ende eka dan",NA,"dan","cop.prs.sgS,","eka","speak","obo","yes","no",NA
"ngämo","1.sg.poss","Ngäna ngonongg allan ngämo mälla allingoll dan",NA,"allan","aux.prs.1|3sgS","mälla","woman","ngämo","yes","no","kinship"
"oba","3.nsg.poss","Ngaska mɨnyi källkae duli mu oba bangäs",NA,"mu","reply","bangäs","return.fut.1sgS,","oba","yes","no",NA
"ngämo","1.sg.poss","Ngämo llɨg a dadeg",NA,"bangäs","return.fut.1sgS,","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngäna ngämo llɨg aba pate Ende eka de yus eran",NA,"ngäna","1.sg.nom","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo kokok a ddone dan",NA,"eran","aux.prs.1|3sgA>3sgP,","kokok","grandchildren","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ao ngämo mokowang yon a daden",NA,"","","mokowang","love-att","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo eka da Ende eka dan",NA,"daden","cop.exist.prs.sgS,","eka","speak","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo eka de panypeny erallo ada komlla ma da kumuddäga ada Malläm Llimoll Kinykiny",NA,"dan","cop.prs.sgS,","eka","speak","ngämo","yes","no",NA
"ngäma","1.excl.nsg.poss","Adawatta ge era ngäma eka dan",NA,"era","foc","eka","speak","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngämi Ende eka de moko eralla ada ngäma mer eka dan ge ade",NA,"ada","like this","mer eka","good news","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäna ngonomeny allan ada ngäma llɨg a mɨnyi Ende eka de mokowang bägaeyo",NA,"","","llɨg","boy","ngäma","yes","no","kinship"
"iba","1.incl.nsg.poss","Be ako ngäna sisri ada ngonomeny allan ada buk di sisri ere ngasnges eran ada ao mɨnyi däba da umllang bägnegnän ada gänya iba eka da",NA,"gänya","this","eka","speak","iba","yes","no",NA
"bo","3.sg.poss","Ibeti bo mäg bom umllang nägawan ada",NA,"ibeti","female personal name","mäg","mother","bo","yes","no","kinship"
"bo","3.sg.poss","llɨg aba peyang nagirnan do o gänyamasen a dowattäm a wuddällan gänyaolle gänyamasen a ako bongos Ibeti bo mäg de ibi allan ngaska ngäna ako imne balle a ede bablle wätät yu we dan",NA,"ibeti","female personal name","mäg","mother","bo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo bin a Kols ngämo mäda bin a Baewa",NA,"dan","cop.prs.sgS,","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bin a Kols ngämo mäda bin a Baewa",NA,"","","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo bin di ttongo adingoll ttaem erallo ada komlla bin dageyo ngämo pope bo bin a bogo Karea",NA,"baewa","male personal name,","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bin di ttongo adingoll ttaem erallo ada komlla bin dageyo ngämo pope bo bin a bogo Karea",NA,"","","pope","uncle","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo bin di ttongo adingoll ttaem erallo ada komlla bin dageyo ngämo pope bo bin a bogo Karea",NA,"pope","uncle","bin","name","bo","yes","no",NA
"ngämo","1.sg.poss","Oke däbe ngämo shortcut bin da Kols be Källnyam",NA,"däbe","that.nom","shortcut","","ngämo","yes","no",NA
"ngämo","1.sg.poss","Shortcut oke Källnyam ngämo bin abal ngämo masar bin",NA,"källnyam","male personal name","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Shortcut oke Källnyam ngämo bin abal ngämo masar bin",NA,"","","masar","grandfather","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäda wa ngämo mäg",NA,"bin","name,","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäda wa ngämo mäg",NA,"wa","and","mäg","mother,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo masar bin dan",NA,"mäg","mother,","masar","grandfather","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo pope",NA,"dan","cop.prs.sgS,","pope","uncle,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo pope Karea",NA,"pope","uncle,","pope","uncle","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo pope dan",NA,"karea","male personal name,","pope","uncle","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo nadum a däbe pope ngämo nadum a däban ngämo pope",NA,"dan","cop.prs.sgS,","nadum","namesake","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo nadum a däbe pope ngämo nadum a däban ngämo pope",NA,"","","nadum","namesake","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo nadum a däbe pope ngämo nadum a däban ngämo pope",NA,"däban","cop.that.prs.sgS","pope","uncle,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ao ngämo kaeg a dadeg",NA,"ao","yes","kaeg","relation type","ngämo","yes","no",NA
"ngämo","1.sg.poss,","Tumang kaeg dag ngämo",NA,"dag","cop.prs.plS","ada","like this","ngämo","yes","no",NA
"ngämo","1.sg.poss","ada Foksi oke Maten ngämo päzɨg dan be bänttam Maten",NA,"","","päzɨg","brother-in-law","ngämo","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ao päzɨg bin a ttam a ngäma sabi",NA,"a","nom","sabi","law,","ngäma","yes","no",NA
"obo","3.sg.poss","Atta ngäna obo män de dälläd",NA,"ngäna","1.sg.nom","män","daughter","obo","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Oke ngämi tämamae gänyaolle goklloe oke gänyme Keiti ulle dägageya population a ngäma gänyme ulle gogon",NA,"a","nom","gänyme","here-loc","ngäma","yes","no",NA
"ngämo","1.sg.poss","Ngämo any a birth any a gudaebnegän",NA,"gogon","aux.rem.3sgS,","any","something","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo päzɨg ako kame ngämo kaeg a ami dagaeya",NA,"gudaebnegän","lose.rem.3plS,","päzɨg","brother-in-law","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo päzɨg ako kame ngämo kaeg a ami dagaeya",NA,"","","kaeg","relation type","ngämo","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäma mosemosen dag",NA,"dagaeya","cop.pst.plS,","mosemosen","elder siblings","ngäma","yes","no","kinship"
"ngämo","1.sg.poss","Däbe ngämo llɨg dan ngämo mäda bo män bo llɨg dan",NA,"däbe","that.nom","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Däbe ngämo llɨg dan ngämo mäda bo män bo llɨg dan",NA,"","","mäda","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Däbe ngämo llɨg dan ngämo mäda bo män bo llɨg dan",NA,"mäda","father","män","daughter","bo","yes","no","kinship"
"bo","3.sg.poss","Däbe ngämo llɨg dan ngämo mäda bo män bo llɨg dan",NA,"män","daughter","llɨg","boy","bo","yes","no","kinship"
